,Entrez Gene Interactor A,Entrez Gene Interactor B,Official Symbol Interactor A,Official Symbol Interactor B
0,2,7052,A2M,TGM2
0,2,3586,A2M,IL10
0,2,60,A2M,ACTB
0,2,6009,A2M,RHEB
0,2,2,A2M,A2M
0,2,351,A2M,APP
0,2,10376,A2M,TUBA1B
0,2,11140,A2M,CDC37
0,60,1915,ACTB,EEF1A1
0,60,8607,ACTB,RUVBL1
0,60,5430,ACTB,POLR2A
0,60,5879,ACTB,RAC1
0,60,71,ACTB,ACTG1
0,60,10576,ACTB,CCT2
0,60,790,ACTB,CAD
0,60,10856,ACTB,RUVBL2
0,60,60,ACTB,ACTB
0,60,4736,ACTB,RPL10A
0,60,2064,ACTB,ERBB2
0,60,857,ACTB,CAV1
0,60,3192,ACTB,HNRNPU
0,70,7168,ACTC1,TPM1
0,71,10856,ACTG1,RUVBL2
0,71,1915,ACTG1,EEF1A1
0,71,6456,ACTG1,SH3GL2
0,71,790,ACTG1,CAD
0,71,60,ACTG1,ACTB
0,71,1488,ACTG1,CTBP2
0,71,8607,ACTG1,RUVBL1
0,71,71,ACTG1,ACTG1
0,158,5756,ADSL,TWF1
0,158,5093,ADSL,PCBP1
0,158,3312,ADSL,HSPA8
0,158,6210,ADSL,RPS15A
0,158,3309,ADSL,HSPA5
0,159,10971,ADSS,YWHAQ
0,159,2618,ADSS,GART
0,159,1915,ADSS,EEF1A1
0,159,6188,ADSS,RPS3
0,159,6210,ADSS,RPS15A
0,159,10694,ADSS,CCT8
0,159,3329,ADSS,HSPD1
0,159,8833,ADSS,GMPS
0,159,11140,ADSS,CDC37
0,159,3303,ADSS,HSPA1A
0,159,9775,ADSS,EIF4A3
0,159,2923,ADSS,PDIA3
0,159,10294,ADSS,DNAJA2
0,159,3315,ADSS,HSPB1
0,159,6202,ADSS,RPS8
0,159,6205,ADSS,RPS11
0,159,5111,ADSS,PCNA
0,159,9967,ADSS,THRAP3
0,159,3105,ADSS,HLA-A
0,159,3312,ADSS,HSPA8
0,159,1938,ADSS,EEF2
0,159,6139,ADSS,RPL17
0,159,158,ADSS,ADSL
0,159,5093,ADSS,PCBP1
0,163,1213,AP2B1,CLTC
0,163,1175,AP2B1,AP2S1
0,163,4012,AP2B1,LNPEP
0,292,6194,SLC25A5,RPS6
0,292,6125,SLC25A5,RPL5
0,292,6223,SLC25A5,RPS19
0,292,6138,SLC25A5,RPL15
0,292,6133,SLC25A5,RPL9
0,292,6184,SLC25A5,RPN1
0,292,6229,SLC25A5,RPS24
0,292,6124,SLC25A5,RPL4
0,292,6135,SLC25A5,RPL11
0,292,6130,SLC25A5,RPL7A
0,292,3320,SLC25A5,HSP90AA1
0,292,6189,SLC25A5,RPS3A
0,292,9349,SLC25A5,RPL23
0,292,311,SLC25A5,ANXA11
0,292,387,SLC25A5,RHOA
0,292,3848,SLC25A5,KRT1
0,292,6228,SLC25A5,RPS23
0,292,4736,SLC25A5,RPL10A
0,292,6191,SLC25A5,RPS4X
0,292,6188,SLC25A5,RPS3
0,292,6147,SLC25A5,RPL23A
0,292,6210,SLC25A5,RPS15A
0,292,3192,SLC25A5,HNRNPU
0,292,6128,SLC25A5,RPL6
0,292,6202,SLC25A5,RPS8
0,292,6129,SLC25A5,RPL7
0,311,5879,ANXA11,RAC1
0,311,5093,ANXA11,PCBP1
0,311,6277,ANXA11,S100A6
0,311,5160,ANXA11,PDHA1
0,311,1474,ANXA11,CST6
0,329,5879,BIRC2,RAC1
0,329,7186,BIRC2,TRAF2
0,329,7187,BIRC2,TRAF3
0,329,10010,BIRC2,TANK
0,329,9641,BIRC2,IKBKE
0,329,55072,BIRC2,RNF31
0,329,10642,BIRC2,IGF2BP1
0,329,7316,BIRC2,UBC
0,329,10273,BIRC2,STUB1
0,329,27429,BIRC2,HTRA2
0,329,7334,BIRC2,UBE2N
0,329,998,BIRC2,CDC42
0,329,7189,BIRC2,TRAF6
0,329,8517,BIRC2,IKBKG
0,329,841,BIRC2,CASP8
0,329,7128,BIRC2,TNFAIP3
0,329,329,BIRC2,BIRC2
0,329,8737,BIRC2,RIPK1
0,351,11091,APP,WDR5
0,351,9146,APP,HGS
0,351,6204,APP,RPS10
0,351,23118,APP,TAB2
0,351,6222,APP,RPS18
0,351,3915,APP,LAMC1
0,351,10524,APP,KAT5
0,351,6231,APP,RPS26
0,351,6223,APP,RPS19
0,351,857,APP,CAV1
0,351,633,APP,BGN
0,351,6464,APP,SHC1
0,351,1500,APP,CTNND1
0,351,9655,APP,SOCS5
0,351,991,APP,CDC20
0,351,10273,APP,STUB1
0,351,23542,APP,MAPK8IP2
0,351,6205,APP,RPS11
0,351,351,APP,APP
0,351,3312,APP,HSPA8
0,351,6135,APP,RPL11
0,351,509,APP,ATP5C1
0,351,4176,APP,MCM7
0,351,10492,APP,SYNCRIP
0,351,1191,APP,CLU
0,351,80125,APP,CCDC33
0,355,10382,FAS,TUBB4A
0,355,8772,FAS,FADD
0,355,7187,FAS,TRAF3
0,355,9425,FAS,CDYL
0,355,8737,FAS,RIPK1
0,355,1915,FAS,EEF1A1
0,355,387,FAS,RHOA
0,355,94097,FAS,SFXN5
0,355,7358,FAS,UGDH
0,355,7132,FAS,TNFRSF1A
0,355,355,FAS,FAS
0,355,1616,FAS,DAXX
0,355,841,FAS,CASP8
0,355,857,FAS,CAV1
0,355,22836,FAS,RHOBTB3
0,355,8878,FAS,SQSTM1
0,355,8717,FAS,TRADD
0,387,7205,RHOA,TRIP6
0,387,857,RHOA,CAV1
0,387,10276,RHOA,NET1
0,387,6275,RHOA,S100A4
0,387,841,RHOA,CASP8
0,387,329,RHOA,BIRC2
0,387,23164,RHOA,MPRIP
0,387,8772,RHOA,FADD
0,387,7132,RHOA,TNFRSF1A
0,408,6949,ARRB1,TCOF1
0,408,7171,ARRB1,TPM4
0,408,9146,ARRB1,HGS
0,408,3006,ARRB1,HIST1H1C
0,408,7531,ARRB1,YWHAE
0,408,2316,ARRB1,FLNA
0,408,7189,ARRB1,TRAF6
0,408,3716,ARRB1,JAK1
0,408,7316,ARRB1,UBC
0,408,8971,ARRB1,H1FX
0,408,5296,ARRB1,PIK3R2
0,408,6122,ARRB1,RPL3
0,408,29766,ARRB1,TMOD3
0,408,3309,ARRB1,HSPA5
0,408,79084,ARRB1,WDR77
0,408,1213,ARRB1,CLTC
0,408,23164,ARRB1,MPRIP
0,408,3192,ARRB1,HNRNPU
0,408,4905,ARRB1,NSF
0,408,10273,ARRB1,STUB1
0,408,4627,ARRB1,MYH9
0,408,10048,ARRB1,RANBP9
0,408,4691,ARRB1,NCL
0,408,6130,ARRB1,RPL7A
0,408,4869,ARRB1,NPM1
0,408,5315,ARRB1,PKM
0,408,6128,ARRB1,RPL6
0,408,4131,ARRB1,MAP1B
0,408,3313,ARRB1,HSPA9
0,408,6202,ARRB1,RPS8
0,408,4637,ARRB1,MYL6
0,408,6146,ARRB1,RPL22
0,408,4792,ARRB1,NFKBIA
0,408,31,ARRB1,ACACA
0,408,498,ARRB1,ATP5A1
0,408,10189,ARRB1,ALYREF
0,408,3320,ARRB1,HSP90AA1
0,408,10971,ARRB1,YWHAQ
0,408,6189,ARRB1,RPS3A
0,408,4670,ARRB1,HNRNPM
0,408,4641,ARRB1,MYO1C
0,408,9967,ARRB1,THRAP3
0,408,3312,ARRB1,HSPA8
0,408,3190,ARRB1,HNRNPK
0,408,7277,ARRB1,TUBA4A
0,408,55681,ARRB1,SCYL2
0,408,23524,ARRB1,SRRM2
0,408,6138,ARRB1,RPL15
0,408,203068,ARRB1,TUBB
0,408,5606,ARRB1,MAP2K3
0,408,6218,ARRB1,RPS17
0,408,808,ARRB1,CALM3
0,478,7417,ATP1A3,VDAC2
0,481,6154,ATP1B1,RPL26
0,481,821,ATP1B1,CANX
0,481,4722,ATP1B1,NDUFS3
0,481,7458,ATP1B1,EIF4H
0,481,6223,ATP1B1,RPS19
0,498,3416,ATP5A1,IDE
0,498,6210,ATP5A1,RPS15A
0,498,3192,ATP5A1,HNRNPU
0,498,6188,ATP5A1,RPS3
0,498,4627,ATP5A1,MYH9
0,498,6184,ATP5A1,RPN1
0,498,498,ATP5A1,ATP5A1
0,498,351,ATP5A1,APP
0,498,30968,ATP5A1,STOML2
0,498,26135,ATP5A1,SERBP1
0,498,3309,ATP5A1,HSPA5
0,498,3326,ATP5A1,HSP90AB1
0,498,10989,ATP5A1,IMMT
0,498,3303,ATP5A1,HSPA1A
0,498,26986,ATP5A1,PABPC1
0,498,509,ATP5A1,ATP5C1
0,509,10989,ATP5C1,IMMT
0,509,3698,ATP5C1,ITIH2
0,509,6742,ATP5C1,SSBP1
0,509,351,ATP5C1,APP
0,509,7417,ATP5C1,VDAC2
0,529,481,ATP6V1E1,ATP1B1
0,529,351,ATP6V1E1,APP
0,622,351,BDH1,APP
0,657,509,BMPR1A,ATP5C1
0,657,5591,BMPR1A,PRKDC
0,657,158,BMPR1A,ADSL
0,657,10856,BMPR1A,RUVBL2
0,657,3105,BMPR1A,HLA-A
0,657,857,BMPR1A,CAV1
0,657,163,BMPR1A,AP2B1
0,657,203068,BMPR1A,TUBB
0,657,3312,BMPR1A,HSPA8
0,657,1025,BMPR1A,CDK9
0,657,3320,BMPR1A,HSP90AA1
0,657,4641,BMPR1A,MYO1C
0,657,6576,BMPR1A,SLC25A1
0,657,3309,BMPR1A,HSPA5
0,657,1213,BMPR1A,CLTC
0,657,498,BMPR1A,ATP5A1
0,657,7284,BMPR1A,TUFM
0,657,5605,BMPR1A,MAP2K2
0,657,2673,BMPR1A,GFPT1
0,657,1915,BMPR1A,EEF1A1
0,657,657,BMPR1A,BMPR1A
0,657,790,BMPR1A,CAD
0,657,10971,BMPR1A,YWHAQ
0,657,821,BMPR1A,CANX
0,657,29110,BMPR1A,TBK1
0,657,2280,BMPR1A,FKBP1A
0,657,3326,BMPR1A,HSP90AB1
0,657,5093,BMPR1A,PCBP1
0,790,10383,CAD,TUBB4B
0,790,908,CAD,CCT6A
0,790,3301,CAD,DNAJA1
0,790,10856,CAD,RUVBL2
0,790,5705,CAD,PSMC5
0,790,1915,CAD,EEF1A1
0,790,2673,CAD,GFPT1
0,790,6188,CAD,RPS3
0,790,7277,CAD,TUBA4A
0,790,1654,CAD,DDX3X
0,790,4176,CAD,MCM7
0,790,3312,CAD,HSPA8
0,790,1315,CAD,COPB1
0,790,8607,CAD,RUVBL1
0,790,10694,CAD,CCT8
0,790,1213,CAD,CLTC
0,790,5702,CAD,PSMC3
0,790,2058,CAD,EPRS
0,801,1654,CALM1,DDX3X
0,801,29927,CALM1,SEC61A1
0,801,6727,CALM1,SRP14
0,801,10075,CALM1,HUWE1
0,801,23521,CALM1,RPL13A
0,801,6456,CALM1,SH3GL2
0,801,8878,CALM1,SQSTM1
0,801,10133,CALM1,OPTN
0,801,3655,CALM1,ITGA6
0,801,9669,CALM1,EIF5B
0,801,114294,CALM1,LACTB
0,801,10989,CALM1,IMMT
0,801,6202,CALM1,RPS8
0,801,4637,CALM1,MYL6
0,801,7052,CALM1,TGM2
0,801,6210,CALM1,RPS15A
0,801,5052,CALM1,PRDX1
0,801,6146,CALM1,RPL22
0,801,7334,CALM1,UBE2N
0,801,1655,CALM1,DDX5
0,801,54994,CALM1,GID8
0,801,3320,CALM1,HSP90AA1
0,805,4646,CALM2,MYO6
0,821,1315,CANX,COPB1
0,821,7284,CANX,TUFM
0,821,56926,CANX,NCLN
0,821,908,CANX,CCT6A
0,821,23193,CANX,GANAB
0,821,7415,CANX,VCP
0,821,1213,CANX,CLTC
0,821,2923,CANX,PDIA3
0,823,2339,CAPN1,FNTA
0,823,826,CAPN1,CAPNS1
0,823,2274,CAPN1,FHL2
0,823,2744,CAPN1,GLS
0,823,10492,CAPN1,SYNCRIP
0,823,3091,CAPN1,HIF1A
0,823,70,CAPN1,ACTC1
0,823,6774,CAPN1,STAT3
0,823,3313,CAPN1,HSPA9
0,823,1938,CAPN1,EEF2
0,826,10971,CAPNS1,YWHAQ
0,826,6774,CAPNS1,STAT3
0,826,7531,CAPNS1,YWHAE
0,829,3312,CAPZA1,HSPA8
0,829,5682,CAPZA1,PSMA1
0,841,329,CASP8,BIRC2
0,841,51129,CASP8,ANGPTL4
0,841,7186,CASP8,TRAF2
0,841,8717,CASP8,TRADD
0,841,155465,CASP8,AGR3
0,841,284366,CASP8,KLK9
0,841,10133,CASP8,OPTN
0,841,9687,CASP8,GREB1
0,841,6768,CASP8,ST14
0,841,7189,CASP8,TRAF6
0,841,1025,CASP8,CDK9
0,841,54904,CASP8,WHSC1L1
0,841,478,CASP8,ATP1A3
0,841,29893,CASP8,PSMC3IP
0,841,8737,CASP8,RIPK1
0,841,841,CASP8,CASP8
0,841,7316,CASP8,UBC
0,841,25818,CASP8,KLK5
0,841,11009,CASP8,IL24
0,841,8878,CASP8,SQSTM1
0,841,10928,CASP8,RALBP1
0,841,7128,CASP8,TNFAIP3
0,841,414899,CASP8,BLID
0,841,355,CASP8,FAS
0,841,8772,CASP8,FADD
0,841,29122,CASP8,PRSS50
0,841,7132,CASP8,TNFRSF1A
0,857,7415,CAV1,VCP
0,857,7186,CAV1,TRAF2
0,857,5518,CAV1,PPP2R1A
0,857,7316,CAV1,UBC
0,857,5879,CAV1,RAC1
0,857,355,CAV1,FAS
0,857,60,CAV1,ACTB
0,857,8717,CAV1,TRADD
0,908,2673,CCT6A,GFPT1
0,908,10694,CCT6A,CCT8
0,908,3301,CCT6A,DNAJA1
0,908,6184,CCT6A,RPN1
0,908,10576,CCT6A,CCT2
0,908,509,CCT6A,ATP5C1
0,931,147872,MS4A1,CCDC155
0,958,3551,CD40,IKBKB
0,958,23071,CD40,ERP44
0,958,55072,CD40,RNF31
0,958,958,CD40,CD40
0,958,1147,CD40,CHUK
0,958,7295,CD40,TXN
0,958,1654,CD40,DDX3X
0,958,7187,CD40,TRAF3
0,958,7186,CD40,TRAF2
0,958,7189,CD40,TRAF6
0,958,329,CD40,BIRC2
0,958,931,CD40,MS4A1
0,958,10010,CD40,TANK
0,958,27429,CD40,HTRA2
0,990,3091,CDC6,HIF1A
0,990,4171,CDC6,MCM2
0,990,4999,CDC6,ORC2
0,990,10075,CDC6,HUWE1
0,990,991,CDC6,CDC20
0,990,4176,CDC6,MCM7
0,990,4172,CDC6,MCM3
0,991,9349,CDC20,RPL23
0,991,8945,CDC20,BTRC
0,991,10576,CDC20,CCT2
0,991,3329,CDC20,HSPD1
0,991,351,CDC20,APP
0,991,10383,CDC20,TUBB4B
0,991,826,CDC20,CAPNS1
0,991,908,CDC20,CCT6A
0,991,4928,CDC20,NUP98
0,991,3312,CDC20,HSPA8
0,991,9319,CDC20,TRIP13
0,991,5518,CDC20,PPP2R1A
0,991,3303,CDC20,HSPA1A
0,991,6188,CDC20,RPS3
0,991,203068,CDC20,TUBB
0,991,3309,CDC20,HSPA5
0,991,5111,CDC20,PCNA
0,991,7277,CDC20,TUBA4A
0,991,3185,CDC20,HNRNPF
0,991,3313,CDC20,HSPA9
0,991,991,CDC20,CDC20
0,991,7316,CDC20,UBC
0,991,10694,CDC20,CCT8
0,998,197131,CDC42,UBR1
0,998,408,CDC42,ARRB1
0,998,2,CDC42,A2M
0,998,998,CDC42,CDC42
0,998,5888,CDC42,RAD51
0,998,9349,CDC42,RPL23
0,998,197,CDC42,AHSG
0,998,1969,CDC42,EPHA2
0,998,329,CDC42,BIRC2
0,998,7186,CDC42,TRAF2
0,998,5052,CDC42,PRDX1
0,998,2058,CDC42,EPRS
0,998,3956,CDC42,LGALS1
0,998,999,CDC42,CDH1
0,998,8607,CDC42,RUVBL1
0,998,7536,CDC42,SF1
0,998,10524,CDC42,KAT5
0,998,6146,CDC42,RPL22
0,998,7316,CDC42,UBC
0,998,4646,CDC42,MYO6
0,999,2316,CDH1,FLNA
0,999,3313,CDH1,HSPA9
0,999,29766,CDH1,TMOD3
0,999,5905,CDH1,RANGAP1
0,999,6811,CDH1,STX5
0,999,5756,CDH1,TWF1
0,999,3309,CDH1,HSPA5
0,999,71,CDH1,ACTG1
0,999,3312,CDH1,HSPA8
0,999,5315,CDH1,PKM
0,999,7531,CDH1,YWHAE
0,999,10226,CDH1,PLIN3
0,999,3329,CDH1,HSPD1
0,999,3856,CDH1,KRT8
0,999,3326,CDH1,HSP90AB1
0,999,829,CDH1,CAPZA1
0,999,57142,CDH1,RTN4
0,999,1605,CDH1,DAG1
0,999,1654,CDH1,DDX3X
0,999,23164,CDH1,MPRIP
0,999,6147,CDH1,RPL23A
0,999,1969,CDH1,EPHA2
0,999,8407,CDH1,TAGLN2
0,999,3848,CDH1,KRT1
0,999,1500,CDH1,CTNND1
0,999,8971,CDH1,H1FX
0,999,7458,CDH1,EIF4H
0,999,7205,CDH1,TRIP6
0,999,10399,CDH1,GNB2L1
0,999,22998,CDH1,LIMCH1
0,999,4627,CDH1,MYH9
0,999,6130,CDH1,RPL7A
0,999,5339,CDH1,PLEC
0,999,2060,CDH1,EPS15
0,999,1915,CDH1,EEF1A1
0,999,10694,CDH1,CCT8
0,999,6840,CDH1,SVIL
0,999,4646,CDH1,MYO6
0,999,2064,CDH1,ERBB2
0,999,6164,CDH1,RPL34
0,999,1938,CDH1,EEF2
0,999,6231,CDH1,RPS26
0,999,3320,CDH1,HSP90AA1
0,999,26064,CDH1,RAI14
0,999,4430,CDH1,MYO1B
0,999,6152,CDH1,RPL24
0,999,3303,CDH1,HSPA1A
0,999,55681,CDH1,SCYL2
0,999,5093,CDH1,PCBP1
0,999,999,CDH1,CDH1
0,999,3190,CDH1,HNRNPK
0,999,7316,CDH1,UBC
0,999,5052,CDH1,PRDX1
0,999,7919,CDH1,DDX39B
0,999,6138,CDH1,RPL15
0,999,9223,CDH1,MAGI1
0,999,203068,CDH1,TUBB
0,999,7052,CDH1,TGM2
0,999,2010,CDH1,EMD
0,999,2801,CDH1,GOLGA2
0,999,55379,CDH1,LRRC59
0,999,3857,CDH1,KRT9
0,999,10383,CDH1,TUBB4B
0,999,6128,CDH1,RPL6
0,999,8607,CDH1,RUVBL1
0,999,84445,CDH1,LZTS2
0,999,3655,CDH1,ITGA6
0,999,26135,CDH1,SERBP1
0,999,6772,CDH1,STAT1
0,999,3875,CDH1,KRT18
0,1025,54888,CDK9,NSUN2
0,1025,2673,CDK9,GFPT1
0,1025,5705,CDK9,PSMC5
0,1025,3326,CDK9,HSP90AB1
0,1025,10075,CDK9,HUWE1
0,1025,6184,CDK9,RPN1
0,1025,10061,CDK9,ABCF2
0,1025,5591,CDK9,PRKDC
0,1025,6224,CDK9,RPS20
0,1025,3309,CDK9,HSPA5
0,1025,10399,CDK9,GNB2L1
0,1025,4642,CDK9,MYO1D
0,1025,10492,CDK9,SYNCRIP
0,1025,3303,CDK9,HSPA1A
0,1025,10383,CDK9,TUBB4B
0,1025,4088,CDK9,SMAD3
0,1025,1915,CDK9,EEF1A1
0,1025,3320,CDK9,HSP90AA1
0,1025,7186,CDK9,TRAF2
0,1025,6576,CDK9,SLC25A1
0,1025,5430,CDK9,POLR2A
0,1025,5518,CDK9,PPP2R1A
0,1025,10856,CDK9,RUVBL2
0,1025,282312,CDK9,POLR2A
0,1025,1025,CDK9,CDK9
0,1025,10694,CDK9,CCT8
0,1025,8878,CDK9,SQSTM1
0,1025,3192,CDK9,HNRNPU
0,1025,498,CDK9,ATP5A1
0,1025,509,CDK9,ATP5C1
0,1025,6157,CDK9,RPL27A
0,1025,3190,CDK9,HNRNPK
0,1025,23193,CDK9,GANAB
0,1025,3105,CDK9,HLA-A
0,1025,790,CDK9,CAD
0,1025,5093,CDK9,PCBP1
0,1025,6774,CDK9,STAT3
0,1025,6193,CDK9,RPS5
0,1025,10642,CDK9,IGF2BP1
0,1025,8607,CDK9,RUVBL1
0,1025,6210,CDK9,RPS15A
0,1025,3181,CDK9,HNRNPA2B1
0,1025,5339,CDK9,PLEC
0,1025,10051,CDK9,SMC4
0,1025,11140,CDK9,CDC37
0,1025,3329,CDK9,HSPD1
0,1025,1655,CDK9,DDX5
0,1025,31,CDK9,ACACA
0,1025,10989,CDK9,IMMT
0,1025,3312,CDK9,HSPA8
0,1025,6205,CDK9,RPS11
0,1025,6191,CDK9,RPS4X
0,1025,5160,CDK9,PDHA1
0,1025,6232,CDK9,RPS27
0,1025,3313,CDK9,HSPA9
0,1025,9126,CDK9,SMC3
0,1025,5605,CDK9,MAP2K2
0,1025,801,CDK9,CALM1
0,1147,841,CHUK,CASP8
0,1147,7186,CHUK,TRAF2
0,1147,8717,CHUK,TRADD
0,1147,9025,CHUK,RNF8
0,1147,8517,CHUK,IKBKG
0,1147,5715,CHUK,PSMD9
0,1147,10627,CHUK,MYL12A
0,1147,4792,CHUK,NFKBIA
0,1147,5591,CHUK,PRKDC
0,1147,7132,CHUK,TNFRSF1A
0,1147,7849,CHUK,PAX8
0,1147,7189,CHUK,TRAF6
0,1147,6885,CHUK,MAP3K7
0,1147,3551,CHUK,IKBKB
0,1147,1147,CHUK,CHUK
0,1147,8737,CHUK,RIPK1
0,1147,9641,CHUK,IKBKE
0,1147,11140,CHUK,CDC37
0,1147,79155,CHUK,TNIP2
0,1147,6155,CHUK,RPL27
0,1147,23118,CHUK,TAB2
0,1175,2060,AP2S1,EPS15
0,1175,163,AP2S1,AP2B1
0,1175,10928,AP2S1,RALBP1
0,1191,8744,CLU,TNFSF9
0,1191,9349,CLU,RPL23
0,1191,1147,CLU,CHUK
0,1191,351,CLU,APP
0,1191,5802,CLU,PTPRS
0,1191,3329,CLU,HSPD1
0,1191,821,CLU,CANX
0,1191,11009,CLU,IL24
0,1191,4318,CLU,MMP9
0,1191,7284,CLU,TUFM
0,1191,80789,CLU,INTS5
0,1191,1191,CLU,CLU
0,1191,2923,CLU,PDIA3
0,1191,3309,CLU,HSPA5
0,1207,5879,CLNS1A,RAC1
0,1207,5686,CLNS1A,PSMA5
0,1207,79084,CLNS1A,WDR77
0,1207,3956,CLNS1A,LGALS1
0,1207,3309,CLNS1A,HSPA5
0,1207,6277,CLNS1A,S100A6
0,1207,387,CLNS1A,RHOA
0,1207,10226,CLNS1A,PLIN3
0,1207,7205,CLNS1A,TRIP6
0,1207,6635,CLNS1A,SNRPE
0,1213,857,CLTC,CAV1
0,1213,3692,CLTC,EIF6
0,1213,9146,CLTC,HGS
0,1213,9961,CLTC,MVP
0,1213,4646,CLTC,MYO6
0,1213,23112,CLTC,TNRC6B
0,1213,163,CLTC,AP2B1
0,1213,5518,CLTC,PPP2R1A
0,1213,408,CLTC,ARRB1
0,1213,7284,CLTC,TUFM
0,1213,478,CLTC,ATP1A3
0,1213,3303,CLTC,HSPA1A
0,1213,2060,CLTC,EPS15
0,1213,908,CLTC,CCT6A
0,1213,6184,CLTC,RPN1
0,1213,509,CLTC,ATP5C1
0,1234,3717,CCR5,JAK2
0,1234,128821,CCR5,CST9L
0,1234,6774,CCR5,STAT3
0,1234,408,CCR5,ARRB1
0,1234,6777,CCR5,STAT5B
0,1234,5686,CCR5,PSMA5
0,1234,1488,CCR5,CTBP2
0,1234,2119,CCR5,ETV5
0,1234,11009,CCR5,IL24
0,1234,5296,CCR5,PIK3R2
0,1314,1315,COPA,COPB1
0,1314,1314,COPA,COPA
0,1314,6134,COPA,RPL10
0,1315,7316,COPB1,UBC
0,1315,1315,COPB1,COPB1
0,1315,31,COPB1,ACACA
0,1315,84445,COPB1,LZTS2
0,1315,351,COPB1,APP
0,1315,10010,COPB1,TANK
0,1315,1314,COPB1,COPA
0,1487,5000,CTBP1,ORC4
0,1487,6667,CTBP1,SP1
0,1487,54828,CTBP1,BCAS3
0,1487,1488,CTBP1,CTBP2
0,1487,159,CTBP1,ADSS
0,1487,1487,CTBP1,CTBP1
0,1487,9425,CTBP1,CDYL
0,1488,1488,CTBP2,CTBP2
0,1488,6139,CTBP2,RPL17
0,1488,1487,CTBP2,CTBP1
0,1488,54828,CTBP2,BCAS3
0,1488,6191,CTBP2,RPS4X
0,1488,6235,CTBP2,RPS29
0,1488,351,CTBP2,APP
0,1488,6130,CTBP2,RPL7A
0,1488,7316,CTBP2,UBC
0,1488,10273,CTBP2,STUB1
0,1500,999,CTNND1,CDH1
0,1500,8945,CTNND1,BTRC
0,1500,71,CTNND1,ACTG1
0,1500,351,CTNND1,APP
0,1540,11140,CYLD,CDC37
0,1540,7316,CYLD,UBC
0,1540,4131,CYLD,MAP1B
0,1540,7284,CYLD,TUFM
0,1540,5339,CYLD,PLEC
0,1540,10399,CYLD,GNB2L1
0,1540,6885,CYLD,MAP3K7
0,1540,3312,CYLD,HSPA8
0,1540,3192,CYLD,HNRNPU
0,1540,10808,CYLD,HSPH1
0,1540,6230,CYLD,RPS25
0,1540,7531,CYLD,YWHAE
0,1540,3301,CYLD,DNAJA1
0,1540,3190,CYLD,HNRNPK
0,1540,7189,CYLD,TRAF6
0,1540,10971,CYLD,YWHAQ
0,1540,6147,CYLD,RPL23A
0,1540,4736,CYLD,RPL10A
0,1540,6431,CYLD,SRSF6
0,1540,23521,CYLD,RPL13A
0,1540,1213,CYLD,CLTC
0,1540,6223,CYLD,RPS19
0,1540,23118,CYLD,TAB2
0,1540,498,CYLD,ATP5A1
0,1540,9967,CYLD,THRAP3
0,1540,4176,CYLD,MCM7
0,1540,3006,CYLD,HIST1H1C
0,1540,6207,CYLD,RPS13
0,1540,6157,CYLD,RPL27A
0,1540,6428,CYLD,SRSF3
0,1540,7277,CYLD,TUBA4A
0,1540,2274,CYLD,FHL2
0,1540,908,CYLD,CCT6A
0,1540,10694,CYLD,CCT8
0,1540,6737,CYLD,TRIM21
0,1540,5052,CYLD,PRDX1
0,1540,6181,CYLD,RPLP2
0,1540,26986,CYLD,PABPC1
0,1540,3313,CYLD,HSPA9
0,1540,329,CYLD,BIRC2
0,1540,6205,CYLD,RPS11
0,1540,6188,CYLD,RPS3
0,1540,1540,CYLD,CYLD
0,1540,6139,CYLD,RPL17
0,1540,5705,CYLD,PSMC5
0,1540,5093,CYLD,PCBP1
0,1540,3315,CYLD,HSPB1
0,1540,790,CYLD,CAD
0,1540,11091,CYLD,WDR5
0,1540,6146,CYLD,RPL22
0,1540,6193,CYLD,RPS5
0,1540,23524,CYLD,SRRM2
0,1540,6204,CYLD,RPS10
0,1540,10576,CYLD,CCT2
0,1540,1207,CYLD,CLNS1A
0,1540,9532,CYLD,BAG2
0,1540,60,CYLD,ACTB
0,1540,8971,CYLD,H1FX
0,1540,801,CYLD,CALM1
0,1540,6136,CYLD,RPL12
0,1540,6122,CYLD,RPL3
0,1540,7205,CYLD,TRIP6
0,1540,3858,CYLD,KRT10
0,1540,6189,CYLD,RPS3A
0,1540,3849,CYLD,KRT2
0,1540,3185,CYLD,HNRNPF
0,1540,9825,CYLD,SPATA2
0,1540,8878,CYLD,SQSTM1
0,1540,6228,CYLD,RPS23
0,1540,6137,CYLD,RPL13
0,1540,6164,CYLD,RPL34
0,1540,3855,CYLD,KRT7
0,1540,829,CYLD,CAPZA1
0,1540,6218,CYLD,RPS17
0,1540,3320,CYLD,HSP90AA1
0,1540,5591,CYLD,PRKDC
0,1540,6727,CYLD,SRP14
0,1540,9908,CYLD,G3BP2
0,1540,3716,CYLD,JAK1
0,1540,10856,CYLD,RUVBL2
0,1540,292,CYLD,SLC25A5
0,1540,6176,CYLD,RPLP1
0,1540,7415,CYLD,VCP
0,1540,10521,CYLD,DDX17
0,1540,117159,CYLD,DCD
0,1540,6158,CYLD,RPL28
0,1540,3832,CYLD,KIF11
0,1540,4627,CYLD,MYH9
0,1540,4430,CYLD,MYO1B
0,1540,54442,CYLD,KCTD5
0,1540,3856,CYLD,KRT8
0,1540,6206,CYLD,RPS12
0,1540,10133,CYLD,OPTN
0,1540,1642,CYLD,DDB1
0,1540,3880,CYLD,KRT19
